TripID,MonitorID,PurposeCode,PurposeJP,PurposeENG,DepartureTime,ArrivalTime,TripDurationSec,ODDistanceM,LatitudeO,LongitudeO,DistrictCodeO,DistrictNameO,Zone4codeO,Zone4nameO,Zone5codeO,Zone5nameO,LatitudeD,LongitudeD,DistrictCodeD,DistrictNameD,Zone4codeD,Zone4nameD,Zone5codeD,Zone5nameD,Age,Gender,Male,HomeLocation,MainModeCode,MainModeJP,MainModeENG,ChoiceTime,ModeAvailableCar,DistanceCar,TimeCar,ModeAvailableTrain,TimeTrain,FareTrain,DepartureStation,ArrivalStation,NumberChanges,AccessDistanceTrain,AccessTimeTrain,EgressDistanceTrain,EgressTimeTrain,TotalTimeTrain,ModeAvailableBike,DistanceBike,TimeBike,ModeAvailableWalk,DistanceWalk,TimeWalk,ModeAvailableBus,DistanceBus,TimeBus,FareBus,AcessDistanceBus,AccessTimeBus,EgressDistanceBus,EgressTimeBus,TotalTimeBus
257679,yd023,100,出勤,Commute,2009/11/24 07:17:17,2009/11/24 08:14:25,3428,10923.2362876378,35.46040714,139.517017,112,旭区,1005121,東希望ヶ丘,100512101,東希望が丘,35.44473769,139.6360857,104,中区,1003002,関内,100300215,真砂町,45,男,1,神奈川県横浜市旭区,200,鉄道,Rail,40.5,1,14268,32,1,25,350,希望ヶ丘,桜木町,1,404,5.2,859,10.3,40.5,1,12831,64.2,1,12831,157,0,0,0,0,0,0,0,0,0
257546,yd014,100,出勤,Commute,2009/11/22 09:35:46,2009/11/22 09:47:06,680,854.337992098711,35.45953816,139.6162265,103,西区,1002005,平沼,100200504,平沼二丁目,35.4641891,139.6237368,103,西区,1002001,高島,100200102,高島二丁目,0,男,1,神奈川県横浜市西区,420,徒歩,Walk,12.1,1,3805,12.7,1,2,140,平沼橋,横浜,0,35,0.4,403,4.9,7.3,1,1000,5,1,1000,12.1,1,0.7,3,210,300,4.5,138,2.1,9.6
257215,yd027,100,出勤,Commute,2009/11/19 07:17:34,2009/11/19 08:21:26,3832,21042.2926133922,35.63085615,139.6799291,,,,,,,35.44465724,139.6382153,104,中区,1003002,関内,100300214,尾上町,38,男,1,東京都世田谷区,200,鉄道,Rail,51.4,1,26555,49.3,1,33,420,学芸大学,馬車道,2,604,7.8,889,10.6,51.4,1,23878,119.4,1,23878,295.2,0,0,0,0,0,0,0,0,0
255714,yd010,200,帰宅,Return Home,2009/11/02 13:52:40,2009/11/02 15:10:31,4671,24183.5030589945,35.46919948,139.6190269,102,神奈川区,1001021,鶴屋,100102102,鶴屋町,35.25618911,139.673068,201,横須賀市,2010407,公郷,201040703,公郷３丁目,36,男,1,神奈川県横須賀市,100,自動車,Car,54.8,1,32371,54.8,1,60,820,三ッ沢下町,衣笠,1,1119,13.8,1329,16,89.8,1,29248,146.2,1,29248,363.6,0,0,0,0,0,0,0,0,0
256376,yd018,100,出勤,Commute,2009/11/10 06:14:50,2009/11/10 07:02:04,2834,29568.9402044129,35.48865619,139.6358497,102,神奈川区,1001014,浦島丘,100101403,白幡仲町,35.42434754,139.3190272,212,厚木市,2120802,岡津古久,212080201,日産テクニカル１,54,男,1,神奈川県横浜市神奈川区,100,自動車,Car,78.2,1,40935,78.2,1,66,680,白楽,愛甲石田,2,1147,13.7,3010,37.8,117.5,1,34616,173.1,1,34616,434,0,0,0,0,0,0,0,0,0
257762,yd002,200,帰宅,Return Home,2009/11/25 06:45:53,2009/11/25 06:53:03,430,1398.97578494859,35.4572153,139.6329797,103,西区,1002002,みなとみらい,100200206,みなとみらい三丁目,35.44920625,139.6210653,103,西区,1002004,西戸部,100200401,西戸部町,44,男,1,神奈川県横浜市西区,100,自動車,Car,11.8,1,1853,11.8,1,9,290,新高島,戸部,1,914,11,1084,13,33,1,1739,8.7,1,1739,20.9,0,0,0,0,0,0,0,0,0
256665,yd021,200,帰宅,Return Home,2009/11/13 17:46:53,2009/11/13 19:36:03,6550,24430.249495776,35.44429785,139.6363861,104,中区,1003002,関内,100300216,港町,35.32566907,139.4095088,207,茅ヶ崎市,2070202,東海岸北,207020202,東海岸北二丁目,46,男,1,神奈川県茅ヶ崎市,200,鉄道,Rail,62.2,1,30544,53.3,1,43,660,馬車道,茅ヶ崎,1,815,9.7,792,9.5,62.2,1,27680,138.4,1,27680,343,0,0,0,0,0,0,0,0,0
255617,yd029,600,食事,Meal,2009/11/01 14:30:40,2009/11/01 16:00:01,5361,795.000675794141,35.44470549,139.6413267,104,中区,1003002,関内,100300202,横浜公園,35.440076,139.6480161,104,中区,1003017,山手,100301701,元町,50,女,0,神奈川県横浜市中区,420,徒歩,Walk,11.7,1,1235,5.4,1,1,180,馬車道,日本大通り,0,961,11.5,1101,13.2,25.7,1,974,4.9,1,974,11.7,1,0.75,3,210,230,3.5,309,4.6,11.1
257227,yd014,100,出勤,Commute,2009/11/19 07:59:42,2009/11/19 10:13:45,8043,15598.3171252071,35.459109,139.6159047,103,西区,1002005,平沼,100200504,平沼二丁目,35.5965668,139.6504355,,,,,,,0,男,1,神奈川県横浜市西区,200,鉄道,Rail,61.6,1,21660,37.3,1,41,380,平沼橋,等々力,2,118,1.4,1585,19.2,61.6,1,18625,93.1,1,18625,231,1,9.46,43,210,338,5.1,271,4.1,52.2
256510,yd025,600,食事,Meal,2009/11/11 18:03:13,2009/11/11 19:40:08,5815,9869.71528343851,35.36178772,139.639138,108,金沢区,1007014,並木南,100701401,並木二丁目,35.45041863,139.6329475,104,中区,1003001,野毛,100300102,桜木町Ａ,39,女,0,神奈川県横浜市栄区,420,徒歩,Walk,152.9,1,14760,29.3,1,24,360,京急富岡,桜木町,2,1573,20.5,335,4.1,48.6,1,12359,61.8,1,12359,152.9,0,0,0,0,0,0,0,0,0
257617,yd004,600,食事,Meal,2009/11/23 12:30:39,2009/11/23 13:27:54,3435,10760.4699753862,35.44144932,139.5257396,116,泉区,1009326,岡津北,100932606,緑園四丁目,35.44684591,139.6443576,104,中区,1003003,山下,100300301,山下町,36,男,1,神奈川県横浜市泉区,410,自転車,Bicycle,69.1,1,16903,35.5,1,38,440,緑園都市,日本大通り,2,627,6.9,264,3.1,48,1,13815,69.1,1,13815,168.7,0,0,0,0,0,0,0,0,0
256249,yd030,200,帰宅,Return Home,2009/11/08 18:53:20,2009/11/08 19:42:14,2934,1580.05477740535,35.54964964,139.422716,209,相模原市,2090404,古淵,209040403,古淵３丁目,35.53556801,139.4203556,209,相模原市,2090407,若松,209040706,若松６丁目,39,男,1,神奈川県相模原市,100,自動車,Car,7,1,2645,7,0,0,0,0,0,0,0,0,0,0,0,1,2071,10.4,1,2071,25.8,0,0,0,0,0,0,0,0,0
257325,yd022,100,出勤,Commute,2009/11/20 07:28:51,2009/11/20 08:03:17,2066,10065.7295815722,35.40630705,139.535476,110,戸塚区,1009029,矢部,100902901,矢部町Ａ,35.44409937,139.6364397,104,中区,1003002,関内,100300216,港町,37,男,1,神奈川県横浜市戸塚区,200,鉄道,Rail,43,1,14156,25.3,1,22,390,戸塚,馬車道,1,825,10.4,886,10.6,43,1,11822,59.1,1,11822,146.3,1,1.34,8,210,584,8.8,308,4.6,21.4
257574,yd013,600,食事,Meal,2009/11/22 15:36:54,2009/11/22 16:42:16,3922,3227.93073277319,35.44787589,139.6264297,103,西区,1002011,老松,100201101,老松町,35.47580837,139.6361554,102,神奈川区,1001012,東神奈川,100101204,東神奈川二丁目,0,女,0,神奈川県横浜市西区,100,自動車,Car,11.9,1,4469,11.9,1,7,150,桜木町,東神奈川,0,599,7.2,422,5.6,19.8,1,3893,19.5,1,3893,47,0,0,0,0,0,0,0,0,0
255739,yd017,200,帰宅,Return Home,2009/11/02 17:15:04,2009/11/02 18:19:43,3879,12293.5588021703,35.32526671,139.6498454,201,横須賀市,2010104,夏島,201010401,夏島町,35.43583816,139.6486169,104,中区,1003017,山手,100301703,山手町,47,男,1,神奈川県横浜市中区,100,自動車,Car,45.9,1,21094,45.9,1,41,650,野島公園,石川町,2,4246,51.6,1007,12.1,104.7,1,18887,94.4,1,18887,234.3,0,0,0,0,0,0,0,0,0
256473,yd018,100,出勤,Commute,2009/11/11 07:25:48,2009/11/11 08:38:21,4353,29577.3812582492,35.48836653,139.6360696,102,神奈川区,1001014,浦島丘,100101403,白幡仲町,35.42446562,139.3190271,212,厚木市,2120802,岡津古久,212080201,日産テクニカル１,54,男,1,神奈川県横浜市神奈川区,100,自動車,Car,77.6,1,40887,77.6,1,66,680,白楽,愛甲石田,2,1091,13.6,3004,37.7,117.3,1,34568,172.8,1,34568,433.5,0,0,0,0,0,0,0,0,0
255651,yd018,500,買い物,Shopping,2009/11/01 17:41:54,2009/11/01 17:55:02,788,2188.72596395839,35.49741627,139.6367348,102,神奈川区,1001002,松見,100100201,松見町,35.4778898,139.6336556,102,神奈川区,1001012,東神奈川,100101203,東神奈川一丁目,54,男,1,神奈川県横浜市神奈川区,100,自動車,Car,7.7,1,3087,7.7,1,3,120,妙蓮寺,東白楽,0,473,5.4,816,10.3,18.7,1,2803,14,1,2803,33.9,1,2.53,10,210,195,2.9,262,3.9,16.8
255544,yd003,200,帰宅,Return Home,2009/10/31 17:52:33,2009/10/31 19:09:36,4623,14383.3803797267,35.66495782,139.6979267,,,,,,,35.53565925,139.6925247,132,幸区,1300201,幸町,130020112,中幸町４丁目,36,男,1,神奈川県川崎市幸区,200,鉄道,Rail,75,1,16703,42.7,1,44,540,代々木公園,矢向,3,1166,14.1,1359,16.9,75,1,15662,78.3,1,15662,191.6,0,0,0,0,0,0,0,0,0
255465,yd028,600,食事,Meal,2009/10/31 08:59:34,2009/10/31 09:23:01,1407,967.685936619684,35.46099731,139.541747,112,旭区,1005105,万騎が原,100510501,南本宿町Ａ,35.46505811,139.5322949,112,旭区,1005117,本宿,100511702,本村町,37,男,1,神奈川県横浜市旭区,420,徒歩,Walk,16.6,1,1348,6.7,0,0,0,0,0,0,0,0,0,0,0,1,1249,6.2,1,1249,16.6,0,0,0,0,0,0,0,0,0
255977,yd029,200,帰宅,Return Home,2009/11/05 19:21:50,2009/11/05 19:51:35,1785,2755.15638573845,35.44397599,139.6367992,104,中区,1003002,関内,100300216,港町,35.43056497,139.6623766,104,中区,1003010,本牧,100301003,本牧町Ａ,50,女,0,神奈川県横浜市中区,240,バス,Bus,21.8,1,3372,12.2,1,19,590,関内,元町・中華街,2,362,4.3,2056,25,48.3,1,3160,15.8,1,3160,37.6,1,2.87,13,210,273,4.1,315,4.7,21.8
257069,yd008,200,帰宅,Return Home,2009/11/17 19:23:22,2009/11/17 20:04:05,2443,1619.36746329603,35.43900847,139.6452374,104,中区,1003017,山手,100301702,石川町,35.42551703,139.651975,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,9.8,1,2136,12,1,3,130,石川町,山手,0,267,3.2,786,9.9,16.1,1,1965,9.8,1,1965,24.7,1,1.1,4,210,231,3.5,426,6.4,13.9
256648,yd008,500,買い物,Shopping,2009/11/13 12:34:20,2009/11/13 12:43:58,578,548.718146263126,35.42172971,139.6620066,104,中区,1003011,新本牧,100301113,本牧和田,35.42565645,139.6656758,104,中区,1003011,新本牧,100301111,本牧原Ｂ,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,3.7,1,1046,4.5,0,0,0,0,0,0,0,0,0,0,0,1,741,3.7,1,741,9.7,1,0.79,3,210,544,8.2,345,5.2,16.4
257461,yd029,500,買い物,Shopping,2009/11/21 11:00:57,2009/11/21 11:47:00,2763,3858.65898178855,35.42980857,139.6636856,104,中区,1003010,本牧,100301006,小港町,35.45391626,139.6330387,103,西区,1002002,みなとみらい,100200205,みなとみらい二丁目,50,女,0,神奈川県横浜市中区,240,バス,Bus,29.7,1,4596,12.7,1,4,180,元町・中華街,みなとみらい,0,2246,27.5,609,7.3,38.8,1,4368,21.8,1,4368,52.7,1,4.46,20,210,286,4.3,357,5.4,29.7
255489,yd020,999,その他,Other,2009/10/31 11:25:31,2009/10/31 11:44:46,1155,909.847388041378,35.48827533,139.6356458,102,神奈川区,1001014,浦島丘,100101403,白幡仲町,35.49094681,139.6451462,102,神奈川区,1001003,大口通,100100302,大口通,0,女,0,神奈川県横浜市神奈川区,420,徒歩,Walk,12.5,1,1024,5.7,1,16,230,白楽,大口,1,1059,13.1,226,2.7,31.8,1,1024,5.1,1,1024,12.5,1,0.3,1,210,325,4.9,507,7.6,13.5
257326,yd025,400,業務,Work,2009/11/20 07:39:50,2009/11/20 08:18:57,2347,10426.1715792632,35.36656742,139.5713372,115,栄区,1009248,上郷,100924801,上郷町Ａ,35.4438365,139.6365363,104,中区,1003002,関内,100300216,港町,39,女,0,神奈川県横浜市栄区,410,自転車,Bicycle,57.5,1,13739,35.5,1,18,210,港南台,関内,0,1346,17.1,344,4.1,39.2,1,11498,57.5,1,11498,142.1,0,0,0,0,0,0,0,0,0
257733,yd025,200,帰宅,Return Home,2009/11/24 17:43:41,2009/11/24 18:34:42,3061,10450.5249656048,35.44419595,139.6361661,104,中区,1003002,関内,100300216,港町,35.36663711,139.5710099,115,栄区,1009248,上郷,100924801,上郷町Ａ,39,女,0,神奈川県横浜市栄区,200,鉄道,Rail,59.3,1,12331,35.5,1,33,420,馬車道,港南台,1,851,10.2,1302,16.1,59.3,1,11470,57.4,1,11470,143.8,0,0,0,0,0,0,0,0,0
256237,yd022,500,買い物,Shopping,2009/11/08 16:27:03,2009/11/08 17:14:53,2870,8502.55578986796,35.46361512,139.5869583,106,保土ケ谷区,1005009,仏向,100500901,仏向町Ｂ,35.40064752,139.5336896,110,戸塚区,1009018,戸塚,100901802,戸塚町Ｂ,37,男,1,神奈川県横浜市戸塚区,200,鉄道,Rail,43.5,1,10453,19.1,1,30,380,上星川,戸塚,2,917,11.1,198,2.4,43.5,1,9706,48.5,1,9706,121.8,0,0,0,0,0,0,0,0,0
257633,yd018,500,買い物,Shopping,2009/11/23 13:58:43,2009/11/23 14:27:56,1753,2649.4953378078,35.48833972,139.6355385,102,神奈川区,1001014,浦島丘,100101403,白幡仲町,35.46544973,139.6273953,103,西区,1002001,高島,100200105,みなとみらい６丁目Ｂ,54,男,1,神奈川県横浜市神奈川区,100,自動車,Car,12,1,4219,12,1,4,120,白楽,横浜,0,1055,13,743,9,26,1,3199,16,1,3199,39.8,0,0,0,0,0,0,0,0,0
256078,yd027,999,その他,Other,2009/11/06 18:31:19,2009/11/06 19:29:15,3476,20916.3358697981,35.44506496,139.6360857,104,中区,1003002,関内,100300215,真砂町,35.62895714,139.6849072,,,,,,,38,男,1,東京都世田谷区,200,鉄道,Rail,47.1,1,25859,48.8,1,37,370,桜木町,学芸大学,1,821,9.8,24,0.3,47.1,1,23633,118.2,1,23633,293.5,0,0,0,0,0,0,0,0,0
256650,yd008,300,帰社,Return to Office,2009/11/13 13:08:29,2009/11/13 14:33:36,5107,499.971511512058,35.42625729,139.6657348,104,中区,1003011,新本牧,100301111,本牧原Ｂ,35.42946518,139.661867,104,中区,1003010,本牧,100301003,本牧町Ａ,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,3,1,735,3.4,1,19,210,山手,元町・中華街,0,2610,31.8,2208,26.7,77.5,1,607,3,1,607,7.4,1,0.67,3,210,52,0.8,213,3.2,7
256946,yd023,200,帰宅,Return Home,2009/11/16 17:56:31,2009/11/16 18:57:04,3633,10974.0587921729,35.44436753,139.6360374,104,中区,1003002,関内,100300216,港町,35.4597581,139.5163465,112,旭区,1005103,中希望ヶ丘,100510301,中希望が丘,45,男,1,神奈川県横浜市旭区,200,鉄道,Rail,36.7,1,15139,31.9,1,21,420,桜木町,希望ヶ丘,1,859,10.3,405,5.4,36.7,1,12696,63.5,1,12696,159.3,0,0,0,0,0,0,0,0,0
255906,yd010,100,出勤,Commute,2009/11/05 06:34:22,2009/11/05 09:21:54,10052,37190.2087184564,35.25636618,139.672848,201,横須賀市,2010407,公郷,201040703,公郷３丁目,35.42369848,139.3177665,212,厚木市,2120802,岡津古久,212080201,日産テクニカル１,36,男,1,神奈川県横須賀市,100,自動車,Car,105.6,1,49851,105.6,1,85,1140,衣笠,愛甲石田,3,1348,16.9,3633,45.9,147.8,1,44338,221.7,1,44338,551.5,0,0,0,0,0,0,0,0,0
256891,yd017,100,出勤,Commute,2009/11/16 07:32:34,2009/11/16 08:54:39,4925,12096.3484295144,35.43573617,139.6483863,104,中区,1003017,山手,100301703,山手町,35.32693512,139.6489871,201,横須賀市,2010104,夏島,201010401,夏島町,47,男,1,神奈川県横浜市中区,100,自動車,Car,40.6,1,20375,40.6,1,36,460,石川町,八景島,1,969,11.7,6152,74.4,122.1,1,18858,94.3,1,18858,234.2,0,0,0,0,0,0,0,0,0
256462,yd004,200,帰宅,Return Home,2009/11/10 23:32:33,2009/11/11 00:31:58,3565,16709.8286907851,35.41698755,139.3435372,214,伊勢原市,2140508,石田,214050804,石田南口,35.44200725,139.5254177,116,泉区,1009326,岡津北,100932606,緑園四丁目,36,男,1,神奈川県横浜市泉区,200,鉄道,Rail,59.8,1,22073,61.6,1,50,420,愛甲石田,緑園都市,2,108,1.4,593,8.4,59.8,1,19986,99.9,1,19986,249.9,0,0,0,0,0,0,0,0,0
257000,yd010,100,出勤,Commute,2009/11/17 06:45:02,2009/11/17 09:16:25,9083,37193.3759085713,35.2562857,139.673127,201,横須賀市,2010407,公郷,201040703,公郷３丁目,35.42626805,139.3198962,212,厚木市,2120802,岡津古久,212080201,日産テクニカル１,36,男,1,神奈川県横須賀市,100,自動車,Car,104,1,49580,104,1,85,1140,衣笠,愛甲石田,3,1401,17.5,2836,35.7,138.2,1,43337,216.7,1,43337,539.5,0,0,0,0,0,0,0,0,0
255657,yd018,200,帰宅,Return Home,2009/11/01 18:26:15,2009/11/01 18:54:05,1670,1191.81171066823,35.47793811,139.6343369,102,神奈川区,1001012,東神奈川,100101203,東神奈川一丁目,35.4885865,139.635855,102,神奈川区,1001014,浦島丘,100101403,白幡仲町,54,男,1,神奈川県横浜市神奈川区,100,自動車,Car,6.4,1,1794,6.4,1,1,120,東白楽,白楽,0,808,10.8,1170,14.1,25.9,1,1692,8.5,1,1692,20.9,1,0.65,3,210,280,4.2,484,7.3,14.5
257355,yd026,700,娯楽,Leisure,2009/11/20 11:48:26,2009/11/20 13:03:20,4494,13400.4596008529,35.45114816,139.3814474,215,海老名市,1009248,上郷,215010510,水道局,35.34745937,139.456839,205,藤沢市,2053204,城南１,205320404,城南四丁目,33,男,1,神奈川県海老名市,100,自動車,Car,39.7,1,16110,39.7,1,37,440,海老名,辻堂,2,963,12,1791,22.4,71.4,1,14650,73.3,1,14650,183.6,0,0,0,0,0,0,0,0,0
257171,yd025,700,娯楽,Leisure,2009/11/18 18:30:29,2009/11/18 18:54:21,1432,3494.38778291417,35.44384719,139.6364075,104,中区,1003002,関内,100300216,港町,35.47516469,139.6331352,102,神奈川区,1001012,東神奈川,100101202,神奈川本町,39,女,0,神奈川県横浜市栄区,200,鉄道,Rail,18.6,1,4564,13.2,1,9,150,関内,東神奈川,0,356,4.3,443,5.3,18.6,1,4208,21,1,4208,50.9,0,0,0,0,0,0,0,0,0
255525,yd028,500,買い物,Shopping,2009/10/31 15:17:52,2009/10/31 15:37:12,1160,7700.95390612709,35.46035889,139.6169561,103,西区,1002005,平沼,100200503,平沼一丁目,35.46425879,139.5320481,112,旭区,1005118,二俣川,100511802,二俣川一丁目,37,男,1,神奈川県横浜市旭区,200,鉄道,Rail,21,1,9991,22,1,18,190,平沼橋,二俣川,0,71,0.9,166,2.1,21,1,8956,44.8,1,8956,112.5,0,0,0,0,0,0,0,0,0
256202,yd022,999,その他,Other,2009/11/08 11:52:08,2009/11/08 13:04:21,4333,9413.04474845781,35.40370531,139.5344192,110,戸塚区,1009018,戸塚,100901802,戸塚町Ｂ,35.47269708,139.5946562,106,保土ケ谷区,1005016,岡沢,100501604,常盤台Ａ,37,男,1,神奈川県横浜市戸塚区,200,鉄道,Rail,41.7,1,10688,15.7,1,19,410,戸塚,三ッ沢上町,1,418,5.7,1240,17,41.7,1,10982,54.9,1,10982,139.1,0,0,0,0,0,0,0,0,0
255697,yd008,200,帰宅,Return Home,2009/11/02 11:20:44,2009/11/02 11:43:17,1353,1051.04596127925,35.43030738,139.6616364,104,中区,1003010,本牧,100301003,本牧町Ａ,35.42546873,139.6516693,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,7.8,1,1527,8.3,1,24,340,元町・中華街,山手,1,2032,25.5,780,9.8,59.3,1,1564,7.8,1,1564,19.6,1,0.73,4,210,246,3.7,433,6.5,14.2
255595,yd004,700,娯楽,Leisure,2009/11/01 13:00:16,2009/11/01 13:54:20,3244,31088.4763343798,35.67867995,139.761098,,,,,,,35.46689809,139.5366079,112,旭区,1005117,本宿,100511702,本村町,36,男,1,神奈川県横浜市泉区,100,自動車,Car,64.9,1,39703,64.9,1,61,800,二重橋前,二俣川,3,313,3.8,619,7.5,72.3,1,34532,172.7,1,34532,426.9,0,0,0,0,0,0,0,0,0
257782,yd008,100,出勤,Commute,2009/11/25 08:28:02,2009/11/25 08:36:48,526,1055.49465188248,35.42555992,139.6516693,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,35.43011971,139.6618885,104,中区,1003010,本牧,100301003,本牧町Ａ,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,7.3,1,1517,8,1,19,210,山手,元町・中華街,0,772,9,2050,24.9,52.9,1,1461,7.3,1,1461,17.1,1,0.73,4,210,423,6.3,250,3.8,14.1
255320,yd013,500,買い物,Shopping,2009/10/29 15:15:11,2009/10/29 15:44:42,1771,579.397957329907,35.45700613,139.6330494,103,西区,1002002,みなとみらい,100200206,みなとみらい三丁目,35.45784833,139.6267355,103,西区,1002002,みなとみらい,100200207,みなとみらい四丁目,0,女,0,神奈川県横浜市西区,410,自転車,Bicycle,3.8,1,749,3.2,1,18,380,新高島,高島町,1,948,11.4,716,8.6,38,1,766,3.8,1,766,9.2,1,0.53,2,210,328,4.9,32,0.5,7.4
256363,yd026,200,帰宅,Return Home,2009/11/09 19:00:09,2009/11/09 19:48:44,2915,5527.26206076601,35.4703367,139.4442487,213,大和市,2130401,相模大塚,213040105,桜森一丁目,35.4614586,139.3841887,215,海老名市,2150101,下今泉,215010105,下今泉一丁目,33,男,1,神奈川県海老名市,200,鉄道,Rail,30.8,1,7611,21.1,1,8,170,相模大塚,海老名,0,400,5.2,1414,17.6,30.8,1,6408,32,1,6408,78.4,0,0,0,0,0,0,0,0,0
256069,yd006,200,帰宅,Return Home,2009/11/06 17:16:08,2009/11/06 18:39:09,4981,705.875464830451,35.43010896,139.5562685,110,戸塚区,1009032,東戸塚,100903202,川上町Ｃ,35.42413836,139.5536185,110,戸塚区,1009034,柏尾,100903403,前田町,0,女,0,神奈川県横浜市戸塚区,420,徒歩,Walk,14.5,1,1935,8.6,0,0,0,0,0,0,0,0,0,0,0,1,1135,5.7,1,1135,14.5,0,0,0,0,0,0,0,0,0
255298,yd005,100,出勤,Commute,2009/10/29 08:46:46,2009/10/29 09:00:25,819,695.806938822262,35.42386479,139.553935,110,戸塚区,1009034,柏尾,100903403,前田町,35.42961543,139.5569658,110,戸塚区,1009032,東戸塚,100903201,品濃町Ｂ,28,男,1,神奈川県横浜市戸塚区,420,徒歩,Walk,12.5,1,2538,9.2,0,0,0,0,0,0,0,0,0,0,0,1,952,4.8,1,952,12.5,0,0,0,0,0,0,0,0,0
257010,yd025,400,業務,Work,2009/11/17 07:37:04,2009/11/17 08:23:55,2811,10400.336225299,35.36667472,139.5715195,115,栄区,1009248,上郷,100924801,上郷町Ａ,35.44373991,139.6365792,104,中区,1003002,関内,100300216,港町,39,女,0,神奈川県横浜市栄区,200,鉄道,Rail,39.1,1,13747,35.6,1,18,210,港南台,関内,0,1323,16.8,354,4.3,39.1,1,11465,57.3,1,11465,141.7,0,0,0,0,0,0,0,0,0
255474,yd018,999,その他,Other,2009/10/31 09:52:06,2009/10/31 09:58:52,406,971.190541949009,35.4886187,139.6360052,102,神奈川区,1001014,浦島丘,100101403,白幡仲町,35.49692815,139.6326954,109,港北区,1008043,仲手原,100804303,仲手原二丁目,54,男,1,神奈川県横浜市神奈川区,100,自動車,Car,5.4,1,1136,5.4,1,2,120,白楽,妙蓮寺,0,1158,13.8,244,2.8,18.6,1,1136,5.7,1,1136,14.4,0,0,0,0,0,0,0,0,0
255549,yd021,600,食事,Meal,2009/10/31 19:17:06,2009/10/31 19:26:57,591,640.931581001588,35.32545987,139.4081462,207,茅ヶ崎市,2070202,東海岸北,207020201,東海岸北一丁目,35.3300464,139.4038653,207,茅ヶ崎市,2070503,北口,100831108,新栄町,46,男,1,神奈川県茅ヶ崎市,420,徒歩,Walk,10.6,1,1361,5.5,0,0,0,0,0,0,0,0,0,0,0,1,874,4.4,1,874,10.6,0,0,0,0,0,0,0,0,0
255536,yd022,200,帰宅,Return Home,2009/10/31 16:25:24,2009/10/31 16:39:37,853,982.572649014107,35.39805658,139.5324451,110,戸塚区,1009018,戸塚,100901802,戸塚町Ｂ,35.40650553,139.5356262,110,戸塚区,1009029,矢部,100902901,矢部町Ａ,37,男,1,神奈川県横浜市戸塚区,420,徒歩,Walk,15.1,1,4031,14.3,0,0,0,0,0,0,0,0,0,0,0,1,1232,6.2,1,1232,15.1,0,0,0,0,0,0,0,0,0
256250,yd007,500,買い物,Shopping,2009/11/08 19:09:21,2009/11/08 19:36:21,1620,1713.89132705386,35.42558671,139.6517069,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,35.43756544,139.6636158,104,中区,1003004,新山下,100300403,新山下三丁目,53,男,1,神奈川県横浜市中区,100,自動車,Car,11.6,1,2154,11.6,1,19,210,山手,元町・中華街,0,766,8.9,1633,19.7,47.6,1,2159,10.8,1,2159,27.1,0,0,0,0,0,0,0,0,0
255355,yd004,200,帰宅,Return Home,2009/10/29 22:47:54,2009/10/30 00:07:57,4803,14261.643388683,35.44348784,139.3675268,212,厚木市,2120101,駅北,211010114,寿町１,35.44172827,139.5249671,116,泉区,1009326,岡津北,100932606,緑園四丁目,36,男,1,神奈川県横浜市泉区,200,鉄道,Rail,63.2,1,19840,52.4,1,46,390,本厚木,緑園都市,2,736,9.4,553,7.8,63.2,1,16638,83.2,1,16638,208.9,0,0,0,0,0,0,0,0,0
256351,yd022,200,帰宅,Return Home,2009/11/09 19:12:51,2009/11/09 19:37:19,1468,10502.0181285616,35.46846991,139.6222562,102,神奈川区,1001021,鶴屋,100102102,鶴屋町,35.4058189,139.5354867,110,戸塚区,1009029,矢部,100902901,矢部町Ａ,37,男,1,神奈川県横浜市戸塚区,200,鉄道,Rail,40.6,1,13765,23.7,1,18,330,反町,戸塚,1,1117,13.9,680,8.7,40.6,1,12099,60.5,1,12099,150.7,0,0,0,0,0,0,0,0,0
256398,yd013,100,出勤,Commute,2009/11/10 10:35:57,2009/11/10 10:59:05,1388,1703.13217388069,35.46012827,139.6146495,103,西区,1002008,岡野,100200803,岡野二丁目,35.45695783,139.6330494,103,西区,1002002,みなとみらい,100200206,みなとみらい三丁目,0,女,0,神奈川県横浜市西区,410,自転車,Bicycle,11.4,1,2430,11.5,1,18,300,平沼橋,新高島,1,262,3.2,950,11.4,32.6,1,2288,11.4,1,2288,27.5,0,0,0,0,0,0,0,0,0
